match_id,venue_id,venue_name,event_date,attendance
M00844,VEN082,London Heritage Stadium 82,2022-10-08,22507
M00845,VEN082,London Heritage Stadium 82,2022-02-19,24072
M00846,VEN082,London Heritage Stadium 82,2021-12-03,26831
M00847,VEN082,London Heritage Stadium 82,2022-03-16,32187
M00848,VEN082,London Heritage Stadium 82,2023-12-19,33876
M00849,VEN082,London Heritage Stadium 82,2021-10-21,33774
M00850,VEN083,Salzburg Metropolitan Arena 83,2023-07-03,6135
M00851,VEN083,Salzburg Metropolitan Arena 83,2022-06-27,9753
M00852,VEN083,Salzburg Metropolitan Arena 83,2021-04-24,8069
M00853,VEN083,Salzburg Metropolitan Arena 83,2023-01-21,9133
M00854,VEN083,Salzburg Metropolitan Arena 83,2022-01-10,9740
M00855,VEN083,Salzburg Metropolitan Arena 83,2022-09-19,8508
M00856,VEN083,Salzburg Metropolitan Arena 83,2023-12-08,6682
M00857,VEN083,Salzburg Metropolitan Arena 83,2023-12-13,6700
M00858,VEN083,Salzburg Metropolitan Arena 83,2023-10-17,10683
M00859,VEN083,Salzburg Metropolitan Arena 83,2022-05-26,6392
M00860,VEN084,Paris Civic Arena 84,2022-02-16,44344
M00861,VEN084,Paris Civic Arena 84,2021-09-13,58047
M00862,VEN084,Paris Civic Arena 84,2022-09-14,48051
M00863,VEN084,Paris Civic Arena 84,2021-03-16,64597
M00864,VEN084,Paris Civic Arena 84,2022-07-21,57654
M00865,VEN084,Paris Civic Arena 84,2023-10-24,58044
M00866,VEN084,Paris Civic Arena 84,2021-02-09,56520
M00867,VEN084,Paris Civic Arena 84,2022-11-19,64692
M00868,VEN084,Paris Civic Arena 84,2023-07-14,42453
M00869,VEN084,Paris Civic Arena 84,2021-06-12,51375
M00870,VEN084,Paris Civic Arena 84,2021-05-06,58773
M00871,VEN084,Paris Civic Arena 84,2023-08-20,71517
M00872,VEN085,Barcelona National Arena 85,2021-04-22,61545
M00873,VEN085,Barcelona National Arena 85,2023-02-04,59078
M00874,VEN085,Barcelona National Arena 85,2021-10-05,72617
M00875,VEN085,Barcelona National Arena 85,2022-01-11,77398
M00876,VEN085,Barcelona National Arena 85,2021-05-15,70922
M00877,VEN085,Barcelona National Arena 85,2022-04-24,62682
M00878,VEN085,Barcelona National Arena 85,2021-09-17,65155
M00879,VEN085,Barcelona National Arena 85,2023-08-20,73016
M00880,VEN086,Vienna Olympic Center 86,2023-01-13,16494
M00881,VEN086,Vienna Olympic Center 86,2023-09-02,15530
M00882,VEN086,Vienna Olympic Center 86,2021-05-07,12712
M00883,VEN086,Vienna Olympic Center 86,2023-05-02,17304
M00884,VEN086,Vienna Olympic Center 86,2021-02-13,14515
M00885,VEN086,Vienna Olympic Center 86,2023-11-12,16196
M00886,VEN086,Vienna Olympic Center 86,2021-05-28,17950
M00887,VEN086,Vienna Olympic Center 86,2022-04-13,18114
M00888,VEN087,Milan Grand Stadium 87,2021-06-16,59772
M00889,VEN087,Milan Grand Stadium 87,2023-02-06,56786
M00890,VEN087,Milan Grand Stadium 87,2022-09-23,38630
M00891,VEN087,Milan Grand Stadium 87,2021-09-10,33808
M00892,VEN087,Milan Grand Stadium 87,2022-12-06,42292
M00893,VEN087,Milan Grand Stadium 87,2023-06-12,33723
M00894,VEN087,Milan Grand Stadium 87,2021-09-09,50220
M00895,VEN087,Milan Grand Stadium 87,2023-05-13,55294
M00896,VEN087,Milan Grand Stadium 87,2021-09-09,57428
M00897,VEN087,Milan Grand Stadium 87,2022-07-22,39356
M00898,VEN087,Milan Grand Stadium 87,2023-07-17,36955
M00899,VEN087,Milan Grand Stadium 87,2023-11-22,59337
M00900,VEN087,Milan Grand Stadium 87,2021-10-05,39406
M00901,VEN087,Milan Grand Stadium 87,2022-10-11,44817
M00902,VEN088,Oslo Grand Stadium 88,2021-11-05,16890
M00903,VEN088,Oslo Grand Stadium 88,2023-04-28,17261
M00904,VEN088,Oslo Grand Stadium 88,2023-12-17,13021
M00905,VEN088,Oslo Grand Stadium 88,2022-03-21,20406
M00906,VEN088,Oslo Grand Stadium 88,2021-06-03,20630
M00907,VEN088,Oslo Grand Stadium 88,2023-02-06,17034
M00908,VEN088,Oslo Grand Stadium 88,2021-12-01,14739
M00909,VEN088,Oslo Grand Stadium 88,2022-07-10,19026
M00910,VEN088,Oslo Grand Stadium 88,2023-12-09,15940
M00911,VEN088,Oslo Grand Stadium 88,2021-02-05,13154
M00912,VEN088,Oslo Grand Stadium 88,2023-10-09,13468
M00913,VEN088,Oslo Grand Stadium 88,2023-04-20,17496
M00914,VEN088,Oslo Grand Stadium 88,2023-01-12,13922
M00915,VEN089,Vienna Premier Grounds 89,2022-03-17,28749
M00916,VEN089,Vienna Premier Grounds 89,2022-12-21,31127
M00917,VEN089,Vienna Premier Grounds 89,2022-08-16,24021
M00918,VEN089,Vienna Premier Grounds 89,2021-04-02,20463
M00919,VEN089,Vienna Premier Grounds 89,2021-05-14,24542
M00920,VEN089,Vienna Premier Grounds 89,2023-04-25,21742
M00921,VEN089,Vienna Premier Grounds 89,2021-08-28,21472
M00922,VEN090,Oslo Heritage Stadium 90,2022-08-08,13998
M00923,VEN090,Oslo Heritage Stadium 90,2021-10-24,13488
M00924,VEN090,Oslo Heritage Stadium 90,2023-06-13,16732
M00925,VEN090,Oslo Heritage Stadium 90,2023-10-20,14992
M00926,VEN090,Oslo Heritage Stadium 90,2023-12-26,14376
M00927,VEN090,Oslo Heritage Stadium 90,2021-08-15,10307
M00928,VEN090,Oslo Heritage Stadium 90,2021-04-17,16754
M00929,VEN090,Oslo Heritage Stadium 90,2023-01-18,14390
M00930,VEN090,Oslo Heritage Stadium 90,2023-01-07,13160
M00931,VEN090,Oslo Heritage Stadium 90,2022-05-25,12373
M00932,VEN090,Oslo Heritage Stadium 90,2022-03-14,16759
M00933,VEN090,Oslo Heritage Stadium 90,2021-12-17,12400
M00934,VEN090,Oslo Heritage Stadium 90,2022-11-15,17381
M00935,VEN090,Oslo Heritage Stadium 90,2023-02-06,10732
M00936,VEN090,Oslo Heritage Stadium 90,2023-09-05,16359
M00937,VEN091,Krakow Grand Stadium 91,2022-01-06,69929
M00938,VEN091,Krakow Grand Stadium 91,2023-04-15,71644
M00939,VEN091,Krakow Grand Stadium 91,2022-12-21,56105
M00940,VEN091,Krakow Grand Stadium 91,2021-12-24,91031
M00941,VEN091,Krakow Grand Stadium 91,2021-12-15,57531
M00942,VEN091,Krakow Grand Stadium 91,2021-09-23,79356
M00943,VEN091,Krakow Grand Stadium 91,2023-10-06,68669
M00944,VEN091,Krakow Grand Stadium 91,2022-01-25,68438
M00945,VEN091,Krakow Grand Stadium 91,2022-10-28,59555
M00946,VEN091,Krakow Grand Stadium 91,2021-03-28,80444
M00947,VEN091,Krakow Grand Stadium 91,2023-01-14,58431
M00948,VEN091,Krakow Grand Stadium 91,2023-08-10,65419
M00949,VEN092,London Northern Athletic Center 92,2021-04-01,15143
M00950,VEN092,London Northern Athletic Center 92,2022-01-15,20851
M00951,VEN092,London Northern Athletic Center 92,2022-09-26,19439
M00952,VEN092,London Northern Athletic Center 92,2022-04-07,13879
M00953,VEN092,London Northern Athletic Center 92,2022-08-14,20470
M00954,VEN092,London Northern Athletic Center 92,2023-10-01,18809
M00955,VEN092,London Northern Athletic Center 92,2023-05-20,16580
M00956,VEN092,London Northern Athletic Center 92,2021-01-06,20920
M00957,VEN093,Vienna Capital Sports Center 93,2022-01-05,18602
M00958,VEN093,Vienna Capital Sports Center 93,2023-10-27,30235
M00959,VEN093,Vienna Capital Sports Center 93,2022-02-02,26586
M00960,VEN093,Vienna Capital Sports Center 93,2021-03-22,19386
M00961,VEN093,Vienna Capital Sports Center 93,2023-12-23,21941
M00962,VEN093,Vienna Capital Sports Center 93,2023-03-15,26465
M00963,VEN093,Vienna Capital Sports Center 93,2022-01-03,28713
M00964,VEN093,Vienna Capital Sports Center 93,2022-06-13,28992
M00965,VEN094,Zurich Capital Sports Center 94,2023-02-10,17695
M00966,VEN094,Zurich Capital Sports Center 94,2021-12-28,15126
M00967,VEN094,Zurich Capital Sports Center 94,2023-07-17,13371
M00968,VEN094,Zurich Capital Sports Center 94,2021-10-02,12794
M00969,VEN094,Zurich Capital Sports Center 94,2023-11-17,11896
M00970,VEN094,Zurich Capital Sports Center 94,2022-12-23,19739
M00971,VEN094,Zurich Capital Sports Center 94,2023-05-14,16322
M00972,VEN095,Vienna City Sports Complex 95,2022-09-19,85372
M00973,VEN095,Vienna City Sports Complex 95,2022-03-20,91444
M00974,VEN095,Vienna City Sports Complex 95,2023-12-21,73611
M00975,VEN095,Vienna City Sports Complex 95,2021-10-08,70935
M00976,VEN095,Vienna City Sports Complex 95,2021-01-04,79631
M00977,VEN095,Vienna City Sports Complex 95,2023-02-24,51396
M00978,VEN095,Vienna City Sports Complex 95,2023-07-14,85384
M00979,VEN095,Vienna City Sports Complex 95,2022-09-26,52283
M00980,VEN095,Vienna City Sports Complex 95,2021-11-07,76699
M00981,VEN095,Vienna City Sports Complex 95,2022-02-10,78865
M00982,VEN095,Vienna City Sports Complex 95,2023-06-25,62791
M00983,VEN095,Vienna City Sports Complex 95,2023-06-11,50660
M00984,VEN095,Vienna City Sports Complex 95,2023-10-01,66741
M00985,VEN095,Vienna City Sports Complex 95,2021-06-27,84723
M00986,VEN095,Vienna City Sports Complex 95,2023-08-16,64344
M00987,VEN096,Hamburg Central Arena 96,2022-03-21,78214
M00988,VEN096,Hamburg Central Arena 96,2023-06-15,70466
M00989,VEN096,Hamburg Central Arena 96,2022-12-02,84006
M00990,VEN096,Hamburg Central Arena 96,2022-10-24,86147
M00991,VEN096,Hamburg Central Arena 96,2023-09-01,79577
M00992,VEN096,Hamburg Central Arena 96,2023-06-26,59899
M00993,VEN097,Prague Riverside Sports Park 97,2021-05-27,46278
M00994,VEN097,Prague Riverside Sports Park 97,2022-11-18,45019
M00995,VEN097,Prague Riverside Sports Park 97,2023-10-13,74157
M00996,VEN097,Prague Riverside Sports Park 97,2021-05-23,50630
M00997,VEN097,Prague Riverside Sports Park 97,2023-01-09,74711
M00998,VEN097,Prague Riverside Sports Park 97,2022-04-12,58765
M00999,VEN097,Prague Riverside Sports Park 97,2022-04-17,60131
M01000,VEN097,Prague Riverside Sports Park 97,2021-06-26,54758
M01001,VEN097,Prague Riverside Sports Park 97,2021-02-15,45243
M01002,VEN097,Prague Riverside Sports Park 97,2022-09-05,62074
M01003,VEN097,Prague Riverside Sports Park 97,2022-12-28,50731
M01004,VEN098,Paris Civic Arena 98,2022-03-25,36726
M01005,VEN098,Paris Civic Arena 98,2023-11-05,50180
M01006,VEN098,Paris Civic Arena 98,2021-08-13,34206
M01007,VEN098,Paris Civic Arena 98,2023-02-01,46391
M01008,VEN098,Paris Civic Arena 98,2021-11-28,36741
M01009,VEN098,Paris Civic Arena 98,2021-06-15,43530
M01010,VEN098,Paris Civic Arena 98,2021-09-25,50597
M01011,VEN098,Paris Civic Arena 98,2022-01-19,45080
M01012,VEN098,Paris Civic Arena 98,2023-04-11,47465
M01013,VEN098,Paris Civic Arena 98,2022-05-18,34095
M01014,VEN098,Paris Civic Arena 98,2022-11-04,36937
M01015,VEN098,Paris Civic Arena 98,2021-05-04,35822
M01016,VEN098,Paris Civic Arena 98,2023-09-17,29654
M01017,VEN098,Paris Civic Arena 98,2023-06-18,31742
M01018,VEN099,Dublin Grand Stadium 99,2023-05-19,13856
M01019,VEN099,Dublin Grand Stadium 99,2021-05-20,13613
M01020,VEN099,Dublin Grand Stadium 99,2023-08-02,19621
M01021,VEN099,Dublin Grand Stadium 99,2022-11-02,12548
M01022,VEN099,Dublin Grand Stadium 99,2021-02-14,12324
M01023,VEN099,Dublin Grand Stadium 99,2023-10-19,14978
M01024,VEN099,Dublin Grand Stadium 99,2023-12-15,17182
M01025,VEN099,Dublin Grand Stadium 99,2022-06-27,17060
M01026,VEN099,Dublin Grand Stadium 99,2023-09-03,13180
M01027,VEN099,Dublin Grand Stadium 99,2022-10-05,20376
M01028,VEN099,Dublin Grand Stadium 99,2023-08-04,12203
M01029,VEN100,Brussels Apex Stadium 100,2023-12-25,34000
M01030,VEN100,Brussels Apex Stadium 100,2021-04-05,37439
M01031,VEN100,Brussels Apex Stadium 100,2023-05-12,46217
M01032,VEN100,Brussels Apex Stadium 100,2023-11-11,35812
M01033,VEN100,Brussels Apex Stadium 100,2022-08-16,44613
M01034,VEN100,Brussels Apex Stadium 100,2022-02-12,27785
M01035,VEN100,Brussels Apex Stadium 100,2021-05-25,37733
M01036,VEN100,Brussels Apex Stadium 100,2023-03-17,34848
M01037,VEN100,Brussels Apex Stadium 100,2023-02-11,29397
M01038,VEN100,Brussels Apex Stadium 100,2021-05-18,39452
M01039,VEN100,Brussels Apex Stadium 100,2023-07-08,37340
M01040,VEN100,Brussels Apex Stadium 100,2023-03-16,40888
M01041,VEN100,Brussels Apex Stadium 100,2022-04-27,35629
M01042,VEN101,Copenhagen Civic Arena 101,2022-10-26,22226
M01043,VEN101,Copenhagen Civic Arena 101,2023-04-06,21030
M01044,VEN101,Copenhagen Civic Arena 101,2021-12-23,25337
M01045,VEN101,Copenhagen Civic Arena 101,2022-02-19,24148
M01046,VEN101,Copenhagen Civic Arena 101,2022-09-04,24443
M01047,VEN101,Copenhagen Civic Arena 101,2021-05-13,27480
M01048,VEN101,Copenhagen Civic Arena 101,2021-11-27,17365
M01049,VEN101,Copenhagen Civic Arena 101,2022-06-16,24447
M01050,VEN101,Copenhagen Civic Arena 101,2021-02-07,25100
M01051,VEN101,Copenhagen Civic Arena 101,2023-11-26,27413
M01052,VEN101,Copenhagen Civic Arena 101,2021-11-05,16432
M01053,VEN101,Copenhagen Civic Arena 101,2022-07-20,22519
M01054,VEN101,Copenhagen Civic Arena 101,2021-04-22,24199
M01055,VEN101,Copenhagen Civic Arena 101,2022-10-26,28225
M01056,VEN101,Copenhagen Civic Arena 101,2022-07-23,28706
M01057,VEN102,London Premier Grounds 102,2023-01-20,65644
M01058,VEN102,London Premier Grounds 102,2022-03-28,65530
M01059,VEN102,London Premier Grounds 102,2022-09-02,44991
M01060,VEN102,London Premier Grounds 102,2023-06-04,36288
M01061,VEN102,London Premier Grounds 102,2021-04-14,61816
M01062,VEN102,London Premier Grounds 102,2022-11-11,57097
M01063,VEN102,London Premier Grounds 102,2022-07-14,57381
M01064,VEN102,London Premier Grounds 102,2023-03-16,52436
M01065,VEN102,London Premier Grounds 102,2023-07-27,40389
M01066,VEN102,London Premier Grounds 102,2022-03-10,63692
M01067,VEN102,London Premier Grounds 102,2023-03-05,65857
M01068,VEN103,Amsterdam Phoenix Arena 103,2021-03-24,34121
M01069,VEN103,Amsterdam Phoenix Arena 103,2023-07-05,55564
M01070,VEN103,Amsterdam Phoenix Arena 103,2023-07-28,34462
M01071,VEN103,Amsterdam Phoenix Arena 103,2023-10-14,44255
M01072,VEN103,Amsterdam Phoenix Arena 103,2022-09-14,48665
M01073,VEN103,Amsterdam Phoenix Arena 103,2022-07-12,46787
M01074,VEN104,Vienna Northern Athletic Center 104,2023-01-19,12874
M01075,VEN104,Vienna Northern Athletic Center 104,2023-04-23,15731
M01076,VEN104,Vienna Northern Athletic Center 104,2022-09-19,15763
M01077,VEN104,Vienna Northern Athletic Center 104,2021-10-16,14531
M01078,VEN104,Vienna Northern Athletic Center 104,2021-10-16,17621
M01079,VEN104,Vienna Northern Athletic Center 104,2021-03-24,19970
M01080,VEN104,Vienna Northern Athletic Center 104,2022-08-17,17862
M01081,VEN104,Vienna Northern Athletic Center 104,2023-02-08,11891
M01082,VEN104,Vienna Northern Athletic Center 104,2023-11-22,15496
M01083,VEN105,Aarhus Unity Sports Center 105,2023-10-10,45446
M01084,VEN105,Aarhus Unity Sports Center 105,2022-09-25,43752
M01085,VEN105,Aarhus Unity Sports Center 105,2022-09-16,29394
M01086,VEN105,Aarhus Unity Sports Center 105,2022-07-12,42821
M01087,VEN105,Aarhus Unity Sports Center 105,2022-05-06,52038
M01088,VEN105,Aarhus Unity Sports Center 105,2023-12-10,29980
M01089,VEN105,Aarhus Unity Sports Center 105,2023-05-02,46468
M01090,VEN106,Salzburg Civic Arena 106,2023-01-22,36594
M01091,VEN106,Salzburg Civic Arena 106,2023-10-01,44973
M01092,VEN106,Salzburg Civic Arena 106,2021-03-17,30672
M01093,VEN106,Salzburg Civic Arena 106,2022-05-05,26405
M01094,VEN106,Salzburg Civic Arena 106,2022-05-01,37359
M01095,VEN106,Salzburg Civic Arena 106,2023-03-19,39913
M01096,VEN106,Salzburg Civic Arena 106,2023-08-12,39863
M01097,VEN106,Salzburg Civic Arena 106,2022-12-08,41263
M01098,VEN106,Salzburg Civic Arena 106,2023-01-11,34699
M01099,VEN106,Salzburg Civic Arena 106,2021-10-27,44845
M01100,VEN106,Salzburg Civic Arena 106,2022-07-25,27976
M01101,VEN106,Salzburg Civic Arena 106,2023-08-24,32631
M01102,VEN106,Salzburg Civic Arena 106,2021-10-24,37802
M01103,VEN107,Prague Apex Stadium 107,2022-02-02,3262
M01104,VEN107,Prague Apex Stadium 107,2022-08-10,3552
M01105,VEN107,Prague Apex Stadium 107,2023-04-13,4341
M01106,VEN107,Prague Apex Stadium 107,2022-08-09,4871
M01107,VEN107,Prague Apex Stadium 107,2022-01-10,3495
M01108,VEN107,Prague Apex Stadium 107,2022-07-22,5493
M01109,VEN107,Prague Apex Stadium 107,2023-11-02,3930
M01110,VEN107,Prague Apex Stadium 107,2023-11-12,3372
M01111,VEN107,Prague Apex Stadium 107,2022-10-21,5568
M01112,VEN107,Prague Apex Stadium 107,2022-05-09,5317
M01113,VEN107,Prague Apex Stadium 107,2022-11-19,5174
M01114,VEN108,London Central Arena 108,2023-12-08,36745
M01115,VEN108,London Central Arena 108,2023-04-17,42709
M01116,VEN108,London Central Arena 108,2023-03-11,34045
M01117,VEN108,London Central Arena 108,2023-01-27,38633
M01118,VEN108,London Central Arena 108,2022-02-17,28163
M01119,VEN108,London Central Arena 108,2022-06-08,28948
M01120,VEN108,London Central Arena 108,2022-04-02,42511
M01121,VEN108,London Central Arena 108,2021-01-20,27197
M01122,VEN108,London Central Arena 108,2021-10-21,41013
M01123,VEN108,London Central Arena 108,2021-02-28,29338
M01124,VEN108,London Central Arena 108,2022-11-25,39879
M01125,VEN108,London Central Arena 108,2023-03-04,46323
M01126,VEN109,Lisbon Capital Sports Center 109,2022-11-03,15372
M01127,VEN109,Lisbon Capital Sports Center 109,2022-07-23,19388
M01128,VEN109,Lisbon Capital Sports Center 109,2022-05-06,22145
M01129,VEN109,Lisbon Capital Sports Center 109,2022-01-13,20867
M01130,VEN109,Lisbon Capital Sports Center 109,2021-05-27,16782
M01131,VEN109,Lisbon Capital Sports Center 109,2022-02-16,15490
M01132,VEN109,Lisbon Capital Sports Center 109,2021-10-13,22937
M01133,VEN109,Lisbon Capital Sports Center 109,2022-02-05,14592
M01134,VEN110,Lyon Unity Sports Center 110,2021-10-21,15794
M01135,VEN110,Lyon Unity Sports Center 110,2022-12-09,10538
M01136,VEN110,Lyon Unity Sports Center 110,2021-02-19,10515
M01137,VEN110,Lyon Unity Sports Center 110,2022-01-16,15467
M01138,VEN110,Lyon Unity Sports Center 110,2023-01-02,10876
M01139,VEN110,Lyon Unity Sports Center 110,2022-03-23,14968
M01140,VEN110,Lyon Unity Sports Center 110,2022-10-01,12312
M01141,VEN110,Lyon Unity Sports Center 110,2022-08-14,13784
M01142,VEN110,Lyon Unity Sports Center 110,2023-02-18,12900
M01143,VEN110,Lyon Unity Sports Center 110,2022-12-27,11487
M01144,VEN110,Lyon Unity Sports Center 110,2021-10-18,15882
M01145,VEN110,Lyon Unity Sports Center 110,2022-06-22,17113
M01146,VEN110,Lyon Unity Sports Center 110,2021-11-21,12098
M01147,VEN110,Lyon Unity Sports Center 110,2023-06-03,10415
M01148,VEN111,Aarhus Olympic Center 111,2022-11-07,16137
M01149,VEN111,Aarhus Olympic Center 111,2021-07-22,11385
M01150,VEN111,Aarhus Olympic Center 111,2023-07-04,11502
M01151,VEN111,Aarhus Olympic Center 111,2022-08-03,15080
M01152,VEN111,Aarhus Olympic Center 111,2022-12-07,17152
M01153,VEN111,Aarhus Olympic Center 111,2021-01-24,11086
M01154,VEN111,Aarhus Olympic Center 111,2021-08-13,18057
M01155,VEN111,Aarhus Olympic Center 111,2023-11-10,10460
M01156,VEN111,Aarhus Olympic Center 111,2022-01-02,14014
M01157,VEN111,Aarhus Olympic Center 111,2022-12-02,12709
M01158,VEN111,Aarhus Olympic Center 111,2021-11-22,13248
M01159,VEN111,Aarhus Olympic Center 111,2023-09-05,14205
M01160,VEN111,Aarhus Olympic Center 111,2021-02-02,15979
M01161,VEN112,Dublin Grand Stadium 112,2021-08-20,21299
M01162,VEN112,Dublin Grand Stadium 112,2023-11-05,15783
M01163,VEN112,Dublin Grand Stadium 112,2023-01-10,15392
M01164,VEN112,Dublin Grand Stadium 112,2021-08-20,25429
M01165,VEN112,Dublin Grand Stadium 112,2023-02-27,17338
M01166,VEN112,Dublin Grand Stadium 112,2021-08-20,25388
M01167,VEN112,Dublin Grand Stadium 112,2021-02-26,25161
M01168,VEN112,Dublin Grand Stadium 112,2022-12-22,17735
M01169,VEN113,Lisbon Grand Stadium 113,2023-10-18,27845
M01170,VEN113,Lisbon Grand Stadium 113,2021-01-19,24480
M01171,VEN113,Lisbon Grand Stadium 113,2021-02-09,25130
M01172,VEN113,Lisbon Grand Stadium 113,2022-03-23,24550
M01173,VEN113,Lisbon Grand Stadium 113,2021-08-08,28668
M01174,VEN113,Lisbon Grand Stadium 113,2021-03-04,38675
M01175,VEN113,Lisbon Grand Stadium 113,2023-10-13,36251
M01176,VEN113,Lisbon Grand Stadium 113,2021-08-03,36010
M01177,VEN113,Lisbon Grand Stadium 113,2021-02-23,22122
M01178,VEN113,Lisbon Grand Stadium 113,2022-07-23,33743
M01179,VEN113,Lisbon Grand Stadium 113,2022-12-05,36546
M01180,VEN113,Lisbon Grand Stadium 113,2023-05-17,25719
M01181,VEN114,Aarhus Heritage Stadium 114,2021-10-23,9723
M01182,VEN114,Aarhus Heritage Stadium 114,2021-12-16,7495
M01183,VEN114,Aarhus Heritage Stadium 114,2021-11-27,10913
M01184,VEN114,Aarhus Heritage Stadium 114,2022-07-01,11928
M01185,VEN114,Aarhus Heritage Stadium 114,2021-02-17,10590
M01186,VEN114,Aarhus Heritage Stadium 114,2023-06-28,13083
M01187,VEN114,Aarhus Heritage Stadium 114,2023-09-08,11800
M01188,VEN114,Aarhus Heritage Stadium 114,2023-11-07,10034
M01189,VEN114,Aarhus Heritage Stadium 114,2021-02-26,8916
M01190,VEN114,Aarhus Heritage Stadium 114,2022-08-06,8159
M01191,VEN114,Aarhus Heritage Stadium 114,2021-01-21,8222
M01192,VEN114,Aarhus Heritage Stadium 114,2021-07-09,9439
M01193,VEN114,Aarhus Heritage Stadium 114,2022-01-04,9261
M01194,VEN115,Porto Heritage Stadium 115,2021-03-26,32482
M01195,VEN115,Porto Heritage Stadium 115,2023-02-03,18930
M01196,VEN115,Porto Heritage Stadium 115,2023-08-19,32031
M01197,VEN115,Porto Heritage Stadium 115,2022-04-24,27261
M01198,VEN115,Porto Heritage Stadium 115,2022-04-25,28730
M01199,VEN115,Porto Heritage Stadium 115,2021-02-08,20156
M01200,VEN116,Helsinki Capital Sports Center 116,2022-04-03,39921
M01201,VEN116,Helsinki Capital Sports Center 116,2022-01-14,32309
M01202,VEN116,Helsinki Capital Sports Center 116,2023-08-06,26087
M01203,VEN116,Helsinki Capital Sports Center 116,2021-08-24,30713
M01204,VEN116,Helsinki Capital Sports Center 116,2022-05-07,27027
M01205,VEN116,Helsinki Capital Sports Center 116,2021-12-19,29731
M01206,VEN116,Helsinki Capital Sports Center 116,2021-02-28,24460
M01207,VEN116,Helsinki Capital Sports Center 116,2022-03-25,32205
M01208,VEN116,Helsinki Capital Sports Center 116,2022-10-06,29878
M01209,VEN116,Helsinki Capital Sports Center 116,2023-10-06,38388
M01210,VEN116,Helsinki Capital Sports Center 116,2023-04-03,34353
M01211,VEN116,Helsinki Capital Sports Center 116,2023-08-28,31178
M01212,VEN117,Stockholm National Arena 117,2022-05-01,74827
M01213,VEN117,Stockholm National Arena 117,2023-04-08,80538
M01214,VEN117,Stockholm National Arena 117,2023-04-19,63924
M01215,VEN117,Stockholm National Arena 117,2023-01-14,89459
M01216,VEN117,Stockholm National Arena 117,2021-08-24,90859
M01217,VEN117,Stockholm National Arena 117,2021-07-17,82130
M01218,VEN117,Stockholm National Arena 117,2023-02-15,66689
M01219,VEN117,Stockholm National Arena 117,2021-09-25,70855
M01220,VEN117,Stockholm National Arena 117,2023-07-07,50934
M01221,VEN118,Warsaw Metropolitan Arena 118,2021-11-03,11183
M01222,VEN118,Warsaw Metropolitan Arena 118,2023-05-06,8760
M01223,VEN118,Warsaw Metropolitan Arena 118,2023-12-19,13623
M01224,VEN118,Warsaw Metropolitan Arena 118,2022-08-25,8820
M01225,VEN118,Warsaw Metropolitan Arena 118,2023-07-06,9628
M01226,VEN118,Warsaw Metropolitan Arena 118,2022-11-15,14236
M01227,VEN118,Warsaw Metropolitan Arena 118,2021-11-03,13628
M01228,VEN118,Warsaw Metropolitan Arena 118,2023-06-17,11370
M01229,VEN119,Rotterdam Phoenix Arena 119,2022-12-20,16623
M01230,VEN119,Rotterdam Phoenix Arena 119,2021-11-03,19314
M01231,VEN119,Rotterdam Phoenix Arena 119,2022-12-02,20168
M01232,VEN119,Rotterdam Phoenix Arena 119,2023-06-02,19011
M01233,VEN119,Rotterdam Phoenix Arena 119,2022-08-20,14592
M01234,VEN119,Rotterdam Phoenix Arena 119,2022-03-21,13825
M01235,VEN120,Salzburg Heritage Stadium 120,2023-12-25,30437
M01236,VEN120,Salzburg Heritage Stadium 120,2022-04-18,22537
M01237,VEN120,Salzburg Heritage Stadium 120,2022-12-25,21098
M01238,VEN120,Salzburg Heritage Stadium 120,2023-04-25,28467
M01239,VEN120,Salzburg Heritage Stadium 120,2021-06-12,31071
M01240,VEN120,Salzburg Heritage Stadium 120,2023-11-14,33486
M01241,VEN120,Salzburg Heritage Stadium 120,2021-06-12,23681
M01242,VEN120,Salzburg Heritage Stadium 120,2023-09-27,26450
M01243,VEN120,Salzburg Heritage Stadium 120,2023-09-22,21242
M01244,VEN120,Salzburg Heritage Stadium 120,2022-08-20,32340
M01245,VEN120,Salzburg Heritage Stadium 120,2023-12-26,25119
M01246,VEN120,Salzburg Heritage Stadium 120,2021-04-15,34752
M01247,VEN120,Salzburg Heritage Stadium 120,2022-03-10,20683
M01248,VEN120,Salzburg Heritage Stadium 120,2021-02-06,34439
M01249,VEN121,Budapest Capital Sports Center 121,2021-08-05,35855
M01250,VEN121,Budapest Capital Sports Center 121,2023-11-01,56358
M01251,VEN121,Budapest Capital Sports Center 121,2023-09-05,40723
M01252,VEN121,Budapest Capital Sports Center 121,2022-08-24,45580
M01253,VEN121,Budapest Capital Sports Center 121,2022-04-03,50169
M01254,VEN121,Budapest Capital Sports Center 121,2021-09-21,33437
M01255,VEN121,Budapest Capital Sports Center 121,2023-06-21,41870
M01256,VEN121,Budapest Capital Sports Center 121,2022-08-19,50206
M01257,VEN121,Budapest Capital Sports Center 121,2023-09-15,50738
M01258,VEN121,Budapest Capital Sports Center 121,2023-03-26,45152
M01259,VEN122,Krakow Premier Grounds 122,2022-04-16,15678
M01260,VEN122,Krakow Premier Grounds 122,2022-01-05,17929
M01261,VEN122,Krakow Premier Grounds 122,2022-03-20,17718
M01262,VEN122,Krakow Premier Grounds 122,2023-09-10,24140
M01263,VEN122,Krakow Premier Grounds 122,2021-12-23,15796
M01264,VEN122,Krakow Premier Grounds 122,2021-03-08,23922
